season_id,date,Team,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,Round 24,Round 25,Round 26,Round 27,Round 28,Round 29,Round 30
2797865,27/01/24,Everton,L,W,L,D,D,D,L,W,W,W,D,W,W,W,L,D,W,W,L,W,L,L,W,W,L,L,D,W,L,L
2797865,27/01/24,Burnley,W,L,L,L,D,D,L,L,L,L,W,D,L,L,W,L,L,D,L,D,W,L,L,D,L,L,L,D,D,L
2797865,27/01/24,Southampton,D,L,D,W,D,D,D,L,L,L,L,L,D,W,L,D,L,L,D,D,W,W,L,L,L,L,L,L,W,W
2797865,27/01/24,Leicester,W,L,W,L,L,D,W,W,W,W,L,L,L,L,W,D,L,L,L,L,L,W,L,D,W,L,L,L,W,L
2797865,27/01/24,Crystal Palace,L,L,L,D,L,D,L,L,L,L,L,D,L,L,L,W,L,L,W,L,L,L,L,L,L,L,W,D,D,L
2797865,27/01/24,Newcastle,L,W,L,L,L,D,D,L,W,L,L,L,W,W,W,W,D,L,D,L,D,L,W,W,W,D,L,D,D,D
2797889,27/01/24,Chelsea,L,W,W,W,L,L,D,W,L,W,W,L,L,D,D,D,L,W,W,W,W,W,D,W,W,L,D,W,W,W
2797889,27/01/24,Liverpool,W,W,L,D,W,D,W,L,W,W,W,W,W,L,L,W,W,L,L,W,D,D,W,W,W,L,W,L,W,W
2797889,27/01/24,Tottenham,W,L,W,W,L,L,W,L,W,L,L,D,L,W,W,D,W,W,L,L,W,D,W,W,W,W,W,L,W,W
2797889,27/01/24,Manchester Blue,W,W,W,D,L,W,D,D,W,W,W,W,W,D,W,D,L,W,W,D,D,W,W,W,L,D,D,D,W,W
2797889,27/01/24,Bournemouth,L,W,L,W,D,D,L,W,L,L,W,W,L,W,W,W,W,L,D,D,L,D,L,L,L,W,D,L,W,D
2797889,27/01/24,West Ham,W,L,L,W,W,L,L,W,W,W,L,L,W,W,L,D,L,D,L,L,L,W,W,D,L,D,L,W,L,W
2797889,27/01/24,Manchester Reds,W,L,W,L,L,W,W,W,L,L,L,W,D,W,L,L,D,D,L,W,L,W,L,L,W,W,W,W,W,W
2797889,27/01/24,Wolverhampton,L,L,W,D,D,L,W,L,D,W,D,W,W,D,W,D,D,W,L,D,W,L,D,L,W,L,D,W,L,L
2797889,27/01/24,Watford,L,W,D,L,W,L,L,D,W,W,W,L,D,L,D,D,D,D,W,W,D,D,W,W,L,W,D,L,W,L
2797889,27/01/24,London Guns,W,W,L,L,W,W,D,W,D,W,W,D,L,W,W,D,W,W,D,L,W,L,W,W,D,W,L,D,L,W
2797889,27/01/24,Everton,L,L,W,W,L,W,W,L,L,L,L,L,W,L,L,D,L,D,L,D,W,D,W,D,L,L,D,D,D,L
2797889,27/01/24,Burnley,W,L,L,D,W,W,D,W,L,L,W,L,W,L,W,D,L,L,L,D,L,L,L,D,W,L,D,W,L,L
2797889,27/01/24,Southampton,L,L,W,D,L,L,L,D,L,W,L,W,W,L,W,D,W,L,W,L,L,D,L,L,D,L,D,W,L,L
2797889,27/01/24,Leicester,L,W,L,L,L,W,L,L,L,L,L,D,L,W,L,D,D,L,W,L,L,W,L,L,L,W,W,L,D,D
2797889,27/01/24,Crystal Palace,W,D,L,L,W,D,W,D,W,L,L,L,L,D,L,D,L,D,W,D,D,L,L,D,D,L,L,L,L,L
2797889,27/01/24,Newcastle,L,D,D,D,W,D,L,L,W,L,D,D,L,L,L,L,W,D,W,W,W,L,L,L,D,W,L,D,L,L
2797918,27/01/24,Chelsea,L,W,W,D,W,W,W,L,W,W,D,W,D,W,W,L,D,L,W,D,L,W,L,W,W,W,W,W,W,W
2797918,27/01/24,Liverpool,W,W,W,W,D,W,L,W,W,W,D,L,W,W,L,W,D,W,W,W,W,L,W,W,L,L,W,W,W,W
2797918,27/01/24,Tottenham,W,L,L,W,L,W,D,L,W,W,D,L,D,W,W,W,D,W,W,W,W,W,L,W,L,L,D,W,D,L
2797918,27/01/24,Manchester Blue,L,W,W,W,D,L,W,W,W,L,W,W,W,W,D,W,W,W,W,L,W,W,W,D,W,W,L,W,W,W
2797918,27/01/24,Bournemouth,W,W,W,L,W,D,W,W,D,W,W,L,W,L,W,D,D,W,L,L,W,W,W,L,W,L,W,D,D,D
2797918,27/01/24,West Ham,L,W,L,L,L,D,L,W,L,W,L,W,W,D,D,D,L,W,L,D,L,D,W,D,D,W,L,W,L,L
2797918,27/01/24,Manchester Reds,W,L,L,L,D,D,L,W,D,D,D,D,L,L,D,W,D,W,L,L,W,L,L,W,L,W,D,D,L,W
2797918,27/01/24,Wolverhampton,W,D,L,D,D,L,W,L,L,L,D,W,L,D,D,W,D,L,L,W,L,D,L,D,L,D,W,W,D,D
2797918,27/01/24,Watford,W,L,L,L,L,L,D,L,D,D,D,L,W,D,D,L,D,L,W,D,W,L,L,W,W,W,L,D,D,W
2797918,27/01/24,London Guns,W,L,W,W,D,W,D,W,L,W,D,W,D,W,D,D,L,W,W,W,L,W,W,L,D,W,L,L,W,D
2797918,27/01/24,Everton,L,W,L,L,W,L,L,L,W,L,L,W,L,L,W,W,D,L,W,W,L,L,W,D,D,L,D,D,W,D
2797918,27/01/24,Burnley,L,L,L,W,L,L,L,L,D,L,D,D,L,L,D,L,W,L,L,W,L,L,D,L,D,W,W,L,L,L
2797918,27/01/24,Southampton,W,L,L,D,W,W,D,W,L,L,D,D,W,D,D,L,D,W,D,L,L,L,D,W,W,L,D,L,W,L
2797918,27/01/24,Leicester,L,W,W,W,D,W,W,L,L,D,D,L,L,W,L,L,W,L,L,L,W,W,L,L,W,D,W,L,L,D
2797918,27/01/24,Crystal Palace,L,D,W,L,L,D,L,W,W,D,D,D,D,L,L,L,D,L,L,L,L,L,D,L,L,L,L,L,L,L
2797918,27/01/24,Newcastle,L,L,W,D,W,L,W,L,L,L,D,L,L,L,L,D,L,L,D,D,W,W,D,L,L,L,L,L,L,D
2797944,27/01/24,Chelsea,L,W,D,W,W,D,W,D,W,W,D,W,W,L,L,L,W,L,D,W,L,D,D,W,D,L,L,W,L,W
2797944,27/01/24,Liverpool,D,W,W,D,D,W,W,D,W,W,W,D,W,W,D,D,W,W,L,D,L,L,W,W,L,D,W,D,W,W
2797944,27/01/24,Tottenham,W,L,D,L,W,L,D,W,D,L,W,W,L,W,W,W,W,W,L,L,W,W,W,W,W,L,L,L,L,D
2797944,27/01/24,Manchester Blue,D,W,D,W,L,W,W,W,L,W,L,W,L,W,W,L,W,W,W,D,W,W,W,D,L,D,L,W,D,D
2797944,27/01/24,Bournemouth,D,D,W,L,W,D,W,D,W,W,W,D,W,W,L,D,W,W,W,D,W,W,D,W,W,W,L,W,L,D
2797944,27/01/24,West Ham,L,D,D,D,W,L,W,L,L,D,D,L,L,D,D,D,L,L,W,L,L,W,L,D,D,W,L,L,W,W
2797944,27/01/24,Manchester Reds,L,D,D,D,L,W,D,D,L,D,W,L,W,W,W,W,L,L,D,W,D,L,L,D,W,W,W,D,D,L
2797944,27/01/24,Wolverhampton,W,D,L,W,L,D,L,W,W,L,L,W,L,W,L,D,D,D,L,W,W,W,D,D,L,W,W,W,L,D
2797944,27/01/24,Watford,W,W,L,D,W,D,L,L,D,L,W,D,D,L,D,L,L,L,D,W,W,L,L,D,D,L,W,L,W,L
2797944,27/01/24,London Guns,D,D,D,L,W,D,W,W,W,W,L,D,L,W,W,W,D,W,D,W,L,W,W,D,W,W,L,D,D,D
2797944,27/01/24,Everton,W,W,L,W,L,W,W,L,L,D,W,D,W,L,D,W,W,L,W,L,W,W,L,L,L,L,D,L,D,W
2797944,27/01/24,Burnley,D,L,W,W,L,D,L,D,D,L,L,D,W,L,L,W,L,D,L,W,L,L,L,L,W,L,D,L,D,D
2797944,27/01/24,Southampton,D,L,D,L,L,L,L,L,D,D,L,L,L,L,D,L,L,L,W,L,L,L,W,D,D,W,W,D,D,L
2797944,27/01/24,Leicester,L,D,W,W,D,L,L,D,W,L,W,L,L,L,L,W,W,D,W,D,D,L,W,D,L,L,W,L,W,W
2797944,27/01/24,Crystal Palace,W,L,L,L,L,W,L,L,L,W,L,W,W,L,D,L,L,D,L,L,W,D,D,L,L,W,W,W,W,L
2797944,27/01/24,Newcastle,L,L,D,L,W,L,L,W,L,L,L,L,D,D,W,L,L,W,L,L,L,L,L,L,W,L,L,W,L,L
2797969,27/01/24,Chelsea,W,W,W,W,D,W,D,D,L,W,L,D,L,W,D,W,W,W,L,W,L,W,W,W,W,W,W,L,D,L
2797969,27/01/24,Liverpool,L,W,D,L,W,W,W,W,D,W,D,D,W,W,D,D,W,D,L,W,W,W,W,W,D,W,W,W,W,W
2797969,27/01/24,Tottenham,D,D,D,W,L,W,W,D,W,L,W,D,W,L,D,W,L,D,L,L,D,W,L,W,L,L,W,W,L,D
2797969,27/01/24,Manchester Blue,W,L,L,W,W,W,W,L,L,W,L,L,D,D,D,D,L,W,W,W,W,W,W,W,W,L,W,W,L,W
2797969,27/01/24,Bournemouth,L,W,L,W,D,W,L,D,L,W,L,W,L,L,D,D,W,W,W,D,W,W,L,L,W,W,W,D,D,L
2797969,27/01/24,West Ham,W,W,L,D,L,L,L,L,D,D,W,L,D,L,L,W,W,D,D,L,D,L,W,L,W,L,L,L,L,L
2797969,27/01/24,Manchester Reds,D,W,D,L,L,W,W,D,W,L,W,L,W,D,D,D,L,D,W,L,D,W,W,L,L,W,D,L,W,W
2797969,27/01/24,Wolverhampton,L,L,L,W,W,W,L,D,L,D,D,D,W,D,W,W,W,L,L,W,L,L,L,W,L,L,L,D,W,L
2797969,27/01/24,Watford,W,D,D,L,W,L,D,D,W,L,L,D,W,W,W,D,W,D,W,W,W,L,W,L,L,L,L,W,W,D
2797969,27/01/24,London Guns,L,L,W,W,L,W,W,W,W,W,L,W,W,W,L,L,L,L,W,W,W,W,L,W,W,W,D,D,W,W
2797969,27/01/24,Everton,L,D,D,W,W,L,L,W,W,L,W,W,L,D,W,W,L,D,L,W,D,L,L,L,L,L,L,D,L,L
2797969,27/01/24,Burnley,W,L,W,L,D,L,L,W,W,L,D,W,L,W,D,L,L,W,W,D,L,L,D,D,D,L,L,L,W,L
2797969,27/01/24,Southampton,D,L,D,D,L,L,W,W,L,L,W,L,L,L,L,L,W,D,D,L,W,L,L,L,L,D,W,D,L,D
2797969,27/01/24,Leicester,D,D,W,L,D,L,L,L,L,W,D,D,W,L,D,D,W,D,W,L,L,L,W,D,L,W,L,D,L,D
2797969,27/01/24,Crystal Palace,L,W,L,L,L,L,D,L,L,L,L,D,L,D,L,L,L,L,L,L,L,L,L,D,W,D,W,L,L,W
2797969,27/01/24,Newcastle,W,L,W,L,W,L,D,L,W,W,W,D,L,D,W,L,L,L,L,L,L,W,D,D,W,W,L,W,W,W
2797996,27/01/24,Chelsea,W,L,W,L,W,D,W,L,D,W,L,W,L,W,L,L,D,D,W,W,W,W,D,L,W,W,W,W,L,L
2797996,27/01/24,Liverpool,W,W,D,W,D,W,W,L,D,L,D,W,W,L,W,W,D,W,L,L,W,W,W,L,W,L,D,W,D,W
2797996,27/01/24,Tottenham,L,D,W,D,L,W,L,W,D,D,L,W,L,L,D,L,W,W,L,L,W,W,D,W,D,W,D,L,W,W
2797996,27/01/24,Manchester Blue,W,D,W,L,D,W,D,W,L,D,W,L,W,L,W,D,W,D,W,L,W,W,D,W,D,W,W,W,W,L
2797996,27/01/24,Bournemouth,W,L,W,W,W,W,L,L,D,W,L,W,W,W,L,L,L,D,W,W,W,W,W,W,W,L,D,W,D,W
2797996,27/01/24,West Ham,L,D,L,D,L,D,W,L,W,L,D,D,L,L,W,L,L,D,W,W,L,L,D,L,D,W,L,L,L,L
2797996,27/01/24,Manchester Reds,L,W,D,W,D,L,L,D,D,W,D,W,W,W,D,W,D,W,L,D,L,D,L,W,W,W,W,W,D,L
2797996,27/01/24,Wolverhampton,W,W,W,W,L,D,D,L,W,W,D,L,W,W,D,W,W,W,W,L,L,L,L,L,L,L,L,D,W,W
2797996,27/01/24,Watford,L,W,L,D,W,L,L,D,D,D,D,L,L,W,L,D,W,W,W,D,L,L,L,L,D,L,L,D,L,W
2797996,27/01/24,London Guns,L,L,D,L,W,L,W,W,W,D,W,W,L,W,W,L,D,L,L,L,D,L,L,L,D,L,W,L,L,W
2797996,27/01/24,Everton,W,L,L,L,D,W,L,W,W,W,W,L,L,L,D,W,L,L,L,W,D,L,W,L,L,D,D,L,D,L
2797996,27/01/24,Burnley,L,D,W,D,D,L,W,W,L,L,W,L,L,L,W,W,L,L,D,W,W,D,W,W,W,L,D,L,W,W
2797996,27/01/24,Southampton,W,D,D,L,D,D,L,L,D,L,L,L,W,L,L,L,W,L,W,D,W,W,L,L,L,W,L,L,W,W
2797996,27/01/24,Leicester,D,W,L,W,D,W,L,W,D,L,D,D,W,W,W,D,D,D,L,W,L,W,L,W,L,W,W,W,L,L
2797996,27/01/24,Crystal Palace,D,L,L,D,D,L,W,D,L,L,W,W,W,D,L,D,D,L,L,L,L,L,W,W,L,L,L,W,W,L
2797996,27/01/24,Newcastle,L,D,L,D,L,L,W,D,L,W,L,L,L,D,L,W,L,D,D,D,L,L,W,W,D,D,D,L,L,L
2798021,27/01/24,Chelsea,W,W,W,D,W,W,W,W,L,W,W,D,W,L,W,L,L,W,L,W,W,L,W,W,D,D,W,D,L,L
2798021,27/01/24,Liverpool,L,W,W,D,D,W,W,W,W,D,D,D,D,W,W,W,W,L,W,W,L,D,L,W,L,W,W,W,W,W
2798021,27/01/24,Tottenham,W,D,L,D,D,W,W,L,W,W,W,W,D,W,L,D,D,L,W,L,L,L,L,W,D,W,W,W,D,W
2798021,27/01/24,Manchester Blue,W,D,W,D,W,W,D,W,L,L,W,W,W,L,D,D,W,W,W,W,W,L,W,L,W,W,W,W,D,D
2798021,27/01/24,Bournemouth,W,D,W,W,L,D,L,L,L,D,D,L,L,L,W,L,W,D,W,L,W,W,D,L,W,L,L,L,W,D
2798021,27/01/24,West Ham,W,D,L,W,L,W,D,D,W,W,L,D,D,L,W,W,L,D,L,W,W,L,W,L,W,L,D,L,L,L
2798021,27/01/24,Manchester Reds,W,L,W,L,W,L,L,W,W,W,D,W,D,W,L,D,W,W,L,W,W,D,W,D,L,W,D,W,D,W
2798021,27/01/24,Wolverhampton,W,D,L,W,L,L,W,W,D,D,W,W,L,W,W,W,D,W,W,W,L,L,W,D,W,W,W,D,W,W
2798021,27/01/24,Watford,L,D,L,L,W,D,L,L,L,D,L,W,L,W,W,L,W,L,D,L,L,W,W,D,W,L,W,W,L,D
2798021,27/01/24,London Guns,L,D,W,D,L,D,D,W,D,W,D,D,W,W,W,L,W,W,L,L,W,W,D,W,W,W,D,W,W,D
2798021,27/01/24,Everton,L,W,D,W,W,L,L,W,D,L,L,D,D,L,D,W,L,L,W,L,D,W,W,D,L,L,L,L,W,D
2798021,27/01/24,Burnley,D,L,D,L,L,L,W,L,D,L,D,L,W,W,L,W,W,W,W,W,L,W,L,L,D,L,D,L,D,D
2798021,27/01/24,Southampton,L,L,L,W,L,D,L,L,W,L,D,D,W,L,L,D,L,L,D,L,L,L,L,W,L,L,L,L,L,D
2798021,27/01/24,Leicester,D,D,D,D,W,L,D,L,W,D,L,L,L,W,L,L,L,W,L,W,W,W,L,L,L,D,L,W,L,L
2798021,27/01/24,Crystal Palace,L,D,L,L,W,W,L,D,L,L,D,L,L,L,L,D,L,L,L,L,D,L,L,W,D,W,L,L,D,L
2798021,27/01/24,Newcastle,L,D,D,L,L,L,W,L,L,D,D,L,D,L,L,D,L,L,L,L,L,W,L,L,L,L,L,L,D,D
2798045,27/01/24,Chelsea,W,L,W,W,D,W,W,L,W,W,W,W,W,D,L,W,W,D,W,W,W,L,L,D,W,D,L,D,D,W
2798045,27/01/24,Liverpool,D,D,W,L,L,W,L,W,W,W,D,W,D,D,L,L,W,W,W,D,W,W,D,W,W,D,D,D,W,W
2798045,27/01/24,Tottenham,W,L,L,L,D,W,D,L,D,W,W,L,L,D,W,L,W,L,W,D,D,W,D,L,L,L,D,D,D,W
2798045,27/01/24,Manchester Blue,W,D,L,W,W,L,W,W,D,W,W,L,W,W,W,W,L,D,W,W,W,D,D,W,W,W,W,D,L,L
2798045,27/01/24,Bournemouth,L,L,L,L,D,L,W,L,D,L,W,W,W,W,L,W,W,W,W,L,D,D,W,L,L,L,L,D,L,W
2798045,27/01/24,West Ham,L,L,W,W,L,L,L,D,D,W,L,W,W,L,W,L,W,D,L,L,L,L,L,W,L,L,D,D,W,W
2798045,27/01/24,Manchester Reds,L,W,L,D,W,L,L,W,D,W,D,W,W,D,W,L,L,W,W,W,L,W,W,W,W,D,D,W,W,W
2798045,27/01/24,Wolverhampton,W,W,L,W,L,W,W,L,D,L,W,D,L,D,L,L,L,D,L,D,D,L,D,L,W,W,L,D,D,D
2798045,27/01/24,Watford,D,W,W,W,W,L,W,D,D,L,D,L,L,D,W,W,L,L,L,L,D,W,D,L,W,L,L,D,D,D
2798045,27/01/24,London Guns,W,W,W,W,L,D,W,W,D,W,L,L,D,W,W,L,W,D,L,W,D,W,W,W,D,W,D,D,L,W
2798045,27/01/24,Everton,L,W,W,D,W,D,D,L,W,L,L,W,W,W,W,W,W,L,L,D,D,L,L,D,L,W,W,D,L,L
2798045,27/01/24,Burnley,L,W,W,D,L,L,L,W,D,L,L,W,L,D,W,W,W,W,D,L,D,L,W,L,L,L,L,D,L,L
2798045,27/01/24,Southampton,D,W,L,L,W,W,L,W,D,L,D,L,L,L,L,W,L,L,W,W,W,D,L,W,L,W,D,D,W,L
2798045,27/01/24,Leicester,D,L,L,L,W,L,L,L,L,L,L,L,W,L,L,L,L,D,L,D,L,D,L,L,D,W,W,W,W,L
2798045,27/01/24,Crystal Palace,D,L,L,L,D,W,D,D,L,W,W,L,L,D,L,L,L,L,L,D,D,W,W,D,L,L,W,L,L,L
2798045,27/01/24,Newcastle,D,L,W,D,L,W,D,D,L,L,L,D,L,L,L,W,L,W,D,L,L,L,D,D,W,D,W,L,W,L
2798073,28/01/24,Chelsea,W,W,W,W,W,D,W,D,W,W,W,D,W,W,L,W,D,W,L,L,L,D,D,D,D,W,W,W,L,W
2798073,28/01/24,Liverpool,W,W,W,W,W,D,W,W,W,D,W,W,W,W,W,L,L,W,W,L,W,L,W,L,D,L,L,L,W,L
2798073,28/01/24,Tottenham,W,L,W,W,L,D,W,D,W,L,L,D,D,L,W,W,L,D,W,W,W,W,D,W,L,D,D,L,W,L
2798073,28/01/24,Manchester Blue,W,W,D,D,D,W,W,W,W,W,D,L,D,W,W,D,L,W,W,W,W,W,W,W,W,W,W,W,L,L
2798073,28/01/24,Bournemouth,W,L,L,L,D,D,W,W,D,D,L,W,D,L,L,L,W,D,W,L,W,W,D,D,D,W,W,W,W,W
2798073,28/01/24,West Ham,D,W,D,W,L,L,L,L,L,W,W,D,W,W,L,W,L,L,L,L,L,W,D,W,W,D,L,L,L,L
2798073,28/01/24,Manchester Reds,L,W,W,W,D,W,L,L,L,L,D,W,L,W,W,D,D,D,W,L,D,W,D,L,D,D,W,W,D,L
2798073,28/01/24,Wolverhampton,W,W,L,L,L,W,W,L,L,D,D,D,W,W,L,W,W,L,L,W,W,L,D,L,W,L,L,W,L,W
2798073,28/01/24,Watford,L,L,L,L,W,W,L,L,W,L,D,W,L,L,W,L,D,D,W,W,W,L,L,D,L,W,D,W,L,W
2798073,28/01/24,London Guns,L,D,L,L,D,W,W,D,D,L,D,L,L,L,W,W,D,D,W,W,W,L,W,D,L,D,D,L,W,W
2798073,28/01/24,Everton,L,L,W,W,W,L,W,L,D,W,L,L,W,L,D,W,W,D,L,L,L,D,L,D,W,L,L,L,W,L
2798073,28/01/24,Burnley,L,D,D,L,D,D,L,W,D,L,L,L,D,D,L,L,D,D,L,D,L,D,D,D,L,D,L,L,L,L
2798073,28/01/24,Southampton,L,L,D,L,L,L,L,W,L,D,D,L,W,L,L,D,W,D,L,W,D,D,D,L,D,L,D,L,W,L
2798073,28/01/24,Leicester,W,L,L,W,D,L,L,W,L,W,D,D,L,W,W,D,W,L,L,D,L,L,D,D,W,D,W,W,L,W
2798073,28/01/24,Crystal Palace,L,L,L,L,W,D,L,L,L,D,D,W,L,D,L,L,D,D,W,W,L,L,D,D,L,D,D,W,W,W
2798073,28/01/24,Newcastle,D,W,W,D,L,L,L,D,W,D,W,D,L,L,D,L,L,D,L,L,L,W,L,W,D,D,D,L,D,W
2798099,28/01/24,Chelsea,W,L,D,D,W,L,D,L,W,D,W,L,D,W,W,W,D,L,D,L,D,W,D,D,D,W,W,L,W,W
2798099,28/01/24,Liverpool,L,W,D,D,L,L,W,W,D,W,L,W,W,W,W,L,D,W,D,D,W,D,L,W,L,L,D,W,D,W
2798099,28/01/24,Tottenham,W,W,D,D,W,W,D,W,L,D,L,W,W,D,L,W,W,L,D,L,W,L,D,L,D,W,L,W,W,W
2798099,28/01/24,Manchester Blue,D,W,D,W,W,D,W,L,W,L,W,L,W,L,W,D,L,W,D,D,W,D,W,L,W,L,W,W,D,L
2798099,28/01/24,Bournemouth,D,W,L,W,W,W,W,W,W,W,W,W,W,L,W,L,L,W,L,D,D,D,L,W,D,W,W,L,L,L
2798099,28/01/24,West Ham,D,L,D,L,L,L,W,L,L,L,L,W,D,W,W,D,W,W,L,L,L,D,W,L,L,L,L,W,D,W
2798099,28/01/24,Manchester Reds,W,L,D,D,W,D,D,W,L,W,L,D,L,W,W,W,D,W,L,W,D,D,D,D,D,W,L,W,W,W
2798099,28/01/24,Wolverhampton,D,L,W,L,L,W,L,L,D,L,W,D,W,D,D,D,D,L,D,W,D,D,W,L,D,D,W,L,L,W
2798099,28/01/24,Watford,L,L,W,W,L,D,W,W,L,W,L,D,L,D,L,L,L,D,W,W,W,W,D,D,L,L,L,W,L,L
2798099,28/01/24,London Guns,D,W,W,W,W,D,D,L,W,L,W,W,D,W,L,D,D,L,W,L,D,W,W,W,W,W,W,W,W,W
2798099,28/01/24,Everton,D,L,W,D,D,D,L,W,L,D,W,D,L,W,L,D,W,D,D,L,L,D,L,L,W,W,W,L,W,L
2798099,28/01/24,Burnley,L,D,D,L,W,L,D,D,L,D,L,L,L,D,L,L,D,L,L,W,W,L,W,W,L,D,L,L,W,L
2798099,28/01/24,Southampton,D,D,L,D,L,W,L,W,W,L,L,D,L,L,D,W,D,D,W,W,L,D,L,L,L,L,L,L,L,L
2798099,28/01/24,Leicester,L,L,L,W,L,W,L,L,W,W,W,L,W,L,L,L,W,D,D,D,L,L,D,W,W,W,L,L,D,L
2798099,28/01/24,Crystal Palace,W,W,D,L,D,L,L,D,W,L,W,D,D,L,D,W,D,L,D,W,D,D,L,D,D,L,W,L,L,D
2798099,28/01/24,Newcastle,D,W,L,L,L,D,D,L,L,W,L,L,L,L,D,D,L,W,W,L,L,D,D,W,W,L,D,W,L,D
2798122,28/01/24,Chelsea,L,D,W,W,W,L,W,D,W,W,W,L,W,L,L,L,W,W,W,W,W,D,W,L,W,W,L,L,W,W
2798122,28/01/24,Liverpool,W,L,W,D,L,W,W,W,D,W,D,W,W,W,D,W,D,L,D,W,D,W,W,W,L,W,D,W,W,D
2798122,28/01/24,Tottenham,L,W,L,W,L,D,W,D,L,D,D,L,L,D,L,L,D,W,D,D,D,W,L,W,W,W,D,D,W,W
2798122,28/01/24,Manchester Blue,W,W,W,W,W,L,W,L,W,L,W,W,W,D,W,D,W,D,W,D,W,D,L,W,W,L,W,W,W,W
2798122,28/01/24,Bournemouth,W,L,D,L,D,L,L,L,D,L,L,W,W,L,L,L,W,W,D,W,D,D,L,W,L,L,L,W,W,W
2798122,28/01/24,West Ham,D,W,L,D,L,D,L,L,D,D,D,W,L,L,W,D,L,D,L,D,L,D,D,L,L,D,W,L,L,L
2798122,28/01/24,Manchester Reds,W,W,W,W,W,D,D,D,L,W,L,L,D,L,W,D,L,W,W,W,W,L,W,D,W,W,W,L,L,L
2798122,28/01/24,Wolverhampton,D,L,W,D,D,W,L,L,W,L,D,W,W,W,W,D,W,L,D,L,L,W,D,D,L,W,D,W,W,D
2798122,28/01/24,Watford,L,W,W,L,L,W,D,L,D,L,D,W,W,L,W,D,D,W,L,L,L,W,L,L,W,D,W,D,L,L
2798122,28/01/24,London Guns,W,W,D,L,W,W,D,D,D,W,W,L,W,W,D,W,L,L,L,W,L,W,L,W,D,W,L,D,W,D
2798122,28/01/24,Everton,W,L,L,L,W,L,L,W,D,W,D,L,D,W,W,L,L,L,L,D,W,L,D,L,L,D,D,W,L,L
2798122,28/01/24,Burnley,L,L,L,W,L,W,L,W,L,W,D,L,L,D,L,W,L,L,W,L,L,D,L,L,L,L,L,D,L,D
2798122,28/01/24,Southampton,L,D,L,L,L,L,W,W,D,D,D,L,L,L,L,D,L,W,W,L,W,D,D,L,L,L,W,L,L,W
2798122,28/01/24,Leicester,W,W,L,L,W,W,L,W,W,D,L,W,L,W,L,L,W,L,L,W,D,L,W,W,W,L,D,L,L,L
2798122,28/01/24,Crystal Palace,L,L,L,W,W,L,D,L,D,L,D,L,L,D,L,W,W,L,L,L,D,L,W,W,D,L,D,L,L,W
2798122,28/01/24,Newcastle,L,L,W,D,L,D,W,W,L,L,D,W,L,W,W,W,D,W,W,L,D,L,W,L,W,D,L,W,W,L
2798148,28/01/24,Chelsea,D,W,W,D,W,W,D,W,W,D,W,W,L,W,W,W,W,W,D,W,W,L,D,W,W,W,W,D,W,W
2798148,28/01/24,Liverpool,L,W,W,D,L,D,L,D,D,L,W,D,L,W,L,D,L,L,W,L,W,W,W,D,D,W,L,L,W,W
2798148,28/01/24,Tottenham,D,W,L,W,L,W,L,L,D,W,W,W,W,W,W,W,D,W,D,W,W,W,D,L,D,L,D,D,L,D
2798148,28/01/24,Manchester Blue,W,L,W,W,W,W,D,D,L,L,W,D,W,D,W,W,L,D,W,L,W,W,W,L,W,W,W,W,W,D
2798148,28/01/24,Bournemouth,W,W,W,W,W,L,L,W,W,D,W,L,D,W,W,W,W,D,W,W,W,W,D,W,L,L,W,W,W,L
2798148,28/01/24,West Ham,L,L,L,L,D,D,W,L,W,L,L,L,D,W,L,W,W,D,L,W,L,L,L,W,D,D,L,L,L,D
2798148,28/01/24,Manchester Reds,W,L,D,W,L,W,W,W,W,D,D,W,L,L,L,D,L,D,W,W,W,L,W,W,W,W,L,D,W,D
2798148,28/01/24,Wolverhampton,D,W,L,L,W,D,W,D,W,W,L,L,D,D,W,L,D,L,W,L,L,D,L,L,L,W,D,L,L,D
2798148,28/01/24,Watford,D,D,D,W,L,D,W,D,L,W,L,W,D,L,D,L,L,D,L,W,L,D,L,W,D,W,W,W,W,W
2798148,28/01/24,London Guns,W,D,L,W,D,W,W,W,D,W,L,L,W,D,D,D,W,D,W,W,L,D,W,W,W,L,L,D,W,D
2798148,28/01/24,Everton,D,D,W,L,L,D,L,W,L,W,L,W,L,D,L,W,W,W,L,L,W,D,D,L,D,W,D,L,L,L
2798148,28/01/24,Burnley,D,L,L,L,D,L,L,L,W,D,W,L,W,W,L,L,D,D,L,L,L,L,D,L,L,L,L,W,W,D
2798148,28/01/24,Southampton,L,D,W,L,D,L,L,L,L,L,L,L,L,L,W,L,L,D,D,L,L,D,L,W,W,L,D,L,L,W
2798148,28/01/24,Leicester,W,L,W,D,W,L,L,L,D,W,L,W,L,L,D,L,D,L,D,L,L,D,D,D,L,L,W,W,L,D
2798148,28/01/24,Crystal Palace,L,L,L,D,D,L,W,D,L,L,W,L,W,L,D,D,D,W,L,W,L,W,D,L,L,D,D,W,L,L
2798148,28/01/24,Newcastle,L,W,L,L,D,D,W,D,L,L,D,W,W,L,L,L,D,L,L,L,W,L,D,L,D,L,D,L,L,L
